Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-28 10:46:45,2018-10-28 10:47:02,16.318s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-28 10:46:46,2018-10-28 10:46:51,5.614s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:46:46,2018-10-28 10:46:49,2.805s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:46:49,2018-10-28 10:46:49,0.502s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:49,2018-10-28 10:46:50,0.696s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:50,2018-10-28 10:46:50,0.136s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:50,2018-10-28 10:46:50,0.085s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:50,2018-10-28 10:46:51,0.436s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:51,0.037s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:51,0.021s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:51,0.044s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:51,0.038s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:51,0.601s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:55,3.577s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:46:51,2018-10-28 10:46:53,1.923s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:46:53,2018-10-28 10:46:53,0.115s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:53,2018-10-28 10:46:54,0.145s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.097s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.057s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.080s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.122s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.059s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.065s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.066s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.068s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.015s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.013s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.032s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:54,0.032s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:46:54,2018-10-28 10:46:55,0.602s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 3,Chrome 70.0.3538.77,,2018-10-28 10:46:55,2018-10-28 10:46:58,3.426s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:46:55,2018-10-28 10:46:57,1.902s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.077s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.124s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.092s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.063s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.081s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.086s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:57,0.056s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:57,2018-10-28 10:46:58,0.060s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:58,2018-10-28 10:46:58,0.066s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:46:58,2018-10-28 10:46:58,0.068s,PASSED
