Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-29 09:54:12,2018-10-29 09:54:28,15.583s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-29 09:54:12,2018-10-29 09:54:17,5.074s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 09:54:12,2018-10-29 09:54:15,2.716s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 09:54:15,2018-10-29 09:54:15,0.119s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:15,2018-10-29 09:54:16,0.607s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 09:54:16,2018-10-29 09:54:16,0.125s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 09:54:16,2018-10-29 09:54:16,0.084s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:16,2018-10-29 09:54:17,0.453s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:17,0.036s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:17,0.022s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:17,0.047s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:17,0.036s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:17,0.598s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:21,3.434s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 09:54:17,2018-10-29 09:54:19,1.932s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 09:54:19,2018-10-29 09:54:19,0.076s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:19,2018-10-29 09:54:20,0.113s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.086s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.054s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.073s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.086s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.063s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.059s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.067s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.054s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.015s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.012s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.030s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:20,0.030s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-29 09:54:20,2018-10-29 09:54:21,0.587s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 3,Chrome 70.0.3538.77,,2018-10-29 09:54:21,2018-10-29 09:54:24,3.398s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 09:54:21,2018-10-29 09:54:23,1.917s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 09:54:23,2018-10-29 09:54:23,0.077s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:23,2018-10-29 09:54:23,0.118s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 09:54:23,2018-10-29 09:54:23,0.105s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 09:54:23,2018-10-29 09:54:23,0.058s,PASSED
