Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-28 10:40:09,2018-10-28 10:40:25,15.951s,FAILED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-28 10:40:10,2018-10-28 10:40:14,4.272s,FAILED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:10,2018-10-28 10:40:13,2.882s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.096s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.162s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.126s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.082s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.089s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.025s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:13,0.020s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:13,2018-10-28 10:40:14,0.537s,FAILED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-28 10:40:14,2018-10-28 10:40:18,4.190s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:14,2018-10-28 10:40:17,2.528s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.089s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.137s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.114s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.063s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.103s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.096s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.075s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.054s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.067s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.067s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.011s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.012s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.031s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:17,0.029s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:17,2018-10-28 10:40:18,0.609s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 3,Chrome 70.0.3538.77,,2018-10-28 10:40:18,2018-10-28 10:40:22,3.457s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:18,2018-10-28 10:40:20,1.910s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:40:20,2018-10-28 10:40:20,0.077s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:20,2018-10-28 10:40:20,0.140s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:20,2018-10-28 10:40:20,0.099s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:20,2018-10-28 10:40:20,0.060s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:20,2018-10-28 10:40:21,0.078s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.088s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.062s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.051s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.068s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.053s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.011s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.012s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.031s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:21,0.028s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:21,2018-10-28 10:40:22,0.593s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 4,Chrome 70.0.3538.77,http://192.168.56.102:8080/spring-mvc-forms,2018-10-28 10:40:22,2018-10-28 10:40:25,3.749s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:22,2018-10-28 10:40:24,1.949s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.188s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.144s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.119s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.054s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.058s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.083s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.105s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.072s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:24,0.066s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:24,2018-10-28 10:40:25,0.067s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.068s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.013s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.013s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.033s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.036s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:40:25,2018-10-28 10:40:25,0.598s,PASSED
