Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-28 10:33:12,2018-10-28 10:33:27,15.183s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-28 10:33:12,2018-10-28 10:33:16,4.460s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:33:12,2018-10-28 10:33:15,2.980s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:33:15,2018-10-28 10:33:15,0.098s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:33:15,2018-10-28 10:33:15,0.140s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:33:15,2018-10-28 10:33:15,0.119s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:33:15,2018-10-28 10:33:15,0.078s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:33:15,2018-10-28 10:33:16,0.085s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:16,0.033s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:16,0.020s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:16,0.071s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:16,0.036s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:16,0.595s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:20,3.511s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-28 10:33:16,2018-10-28 10:33:18,2.011s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-28 10:33:18,2018-10-28 10:33:18,0.077s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:33:18,2018-10-28 10:33:19,0.104s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:33:19,2018-10-28 10:33:19,0.093s,PASSED
