Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-27 15:26:50,2018-10-27 15:27:06,15.672s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-27 15:26:50,2018-10-27 15:26:55,4.647s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-27 15:26:50,2018-10-27 15:26:53,3.009s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-27 15:26:53,2018-10-27 15:26:54,0.140s,PASSED
click,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.158s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.129s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.084s,PASSED
click,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.099s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.035s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.023s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.055s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:54,0.038s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-27 15:26:54,2018-10-27 15:26:55,0.623s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-27 15:26:55,2018-10-27 15:26:58,3.588s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-27 15:26:55,2018-10-27 15:26:57,1.984s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-27 15:26:57,2018-10-27 15:26:57,0.081s,PASSED
