Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.093s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.087s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.048s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.064s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.076s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.077s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.056s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.057s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.053s,PASSED
click,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.065s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.011s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.013s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.027s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:05,0.030s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-28 10:30:05,2018-10-28 10:30:06,0.593s,PASSED
