Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Issuing membership and Discount Suite,Chrome 70.0.3538.77,,2018-10-29 13:16:04,2018-10-29 13:16:19,15.156s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 1,Chrome 70.0.3538.77,,2018-10-29 13:16:04,2018-10-29 13:16:09,4.456s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 13:16:04,2018-10-29 13:16:07,2.707s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 13:16:07,2018-10-29 13:16:07,0.147s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:07,2018-10-29 13:16:08,0.300s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.137s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.090s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.108s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.037s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.027s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.046s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:08,0.036s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-29 13:16:08,2018-10-29 13:16:09,0.603s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 2,Chrome 70.0.3538.77,,2018-10-29 13:16:09,2018-10-29 13:16:12,3.455s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 13:16:09,2018-10-29 13:16:11,1.913s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.078s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.112s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.109s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.061s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.076s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.083s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.060s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.064s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.068s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.066s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:11,0.014s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-10-29 13:16:11,2018-10-29 13:16:12,0.012s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 13:16:12,2018-10-29 13:16:12,0.032s,PASSED
verifyElementText,Chrome 70.0.3538.77,,2018-10-29 13:16:12,2018-10-29 13:16:12,0.029s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-10-29 13:16:12,2018-10-29 13:16:12,0.588s,PASSED
,,,,,,
Test Cases/Isqtb/Decision tables/Issuing membership and Discount/Rules/Issue MemberShip- Rule 3,Chrome 70.0.3538.77,,2018-10-29 13:16:12,2018-10-29 13:16:16,3.554s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 13:16:12,2018-10-29 13:16:14,1.970s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 13:16:14,2018-10-29 13:16:14,0.097s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 13:16:14,2018-10-29 13:16:14,0.107s,PASSED
